Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Habitación;Rímac;1;0;0;30;1800.0;465.0;62.0
Casa comercial;Chorrillos;0;0;0;390;12000.0;;291.0
Casa comercial;Chorrillos;11;4;3;400;8000.0;;2190.0
Habitación;San Borja;1;0;0;30;1600.0;400.0;
Habitación;San Borja;1;0;0;32;2300.0;;
Habitación;San Miguel;1;0;0;28;1200.0;300.0;20.0
Casa en condominio;Ate;5;3;3;1750;15000.0;2900.0;1798.0
Casa;Villa El Salvador;2;1;1;78;1500.0;;
Casa comercial;Punta Negra;0;0;0;108;3000.0;;
Casa;Ate;5;0;5;800;30000.0;2333.0;2899.0
Casa;Mi Perú;3;0;3;180;4500.0;;
Casa en condominio;Carabayllo;3;2;0;88;2100.0;430.0;320.0
Casa;Ate;1;0;0;39;600.0;;16.0
Casa en condominio;Ate;4;3;1;400;8500.0;880.0;780.0
Casa en condominio;Jesús María;4;2;4;250;8000.0;1800.0;3600.0
Casa;Lince;2;1;0;90;1500.0;;
Habitación;Chorrillos;1;0;0;31;2100.0;341.0;53.0
Casa en condominio;Ate;4;2;1;350;7500.0;957.0;
Casa comercial;Lince;0;0;0;300;12000.0;;
Casa en condominio;Villa El Salvador;1;1;0;35;800.0;250.0;
Casa;Ventanilla;3;0;0;100;3000.0;;2190.0
Casa;Ate;4;3;1;350;7500.0;970.0;635.0
Casa;Lince;2;0;0;70;900.0;;30.0
Casa;Jesús María;5;0;5;240;5000.0;;
Habitación;Pachacámac;0;0;0;26;950.0;315.0;21.0
Habitación;San Borja;1;0;0;35;2500.0;500.0;40.0
Casa comercial;Chorrillos;0;2;0;500;12000.0;;2543.0
Habitación;Chorrillos;1;0;0;24;1100.0;520.0;
Casa de villa;El Agustino;0;0;0;20;600.0;;
Habitación;San Borja;1;1;0;42;1850.0;500.0;70.0
Casa;Chorrillos;3;4;1;316;1950.0;;187.0
Habitación;Pachacámac;0;0;0;20;950.0;240.0;20.0
Casa comercial;Chorrillos;0;2;0;261;18000.0;;1609.0
Casa comercial;Pachacámac;0;0;0;330;5900.0;;4445.0
Casa en condominio;Chorrillos;3;0;2;150;5400.0;400.0;200.0
Casa en condominio;Jesús María;5;2;5;290;4000.0;1100.0;
Casa comercial;Lince;0;0;0;220;45000.0;;
Casa en condominio;Jesús María;3;2;3;168;4500.0;;
Casa;San Isidro;3;3;1;360;2495.0;;
Casa en condominio;San Isidro;2;1;0;70;900.0;;
Casa comercial;San Luis;0;4;0;800;14000.0;;1245.0
Casa;Ate;5;2;3;580;4500.0;840.0;
Casa;Punta Hermosa;3;0;2;408;29000.0;850.0;6000.0
Casa en condominio;Ate;8;7;5;1000;18000.0;2150.0;2500.0
Casa en condominio;Ate;6;3;3;521;12000.0;1800.0;1100.0
Casa en condominio;Chorrillos;2;1;0;81;1000.0;90.0;252.0
Habitación;San Borja;1;0;0;30;2000.0;410.0;30.0
Casa en condominio;Villa El Salvador;3;3;3;531;10000.0;1562.0;400.0
Casa de villa;Santiago de Surco;1;0;0;50;620.0;;
Casa en condominio;Jesús María;4;4;3;268;7500.0;650.0;545.0
Habitación;Pucusana;0;0;0;20;700.0;265.0;15.0
Casa en condominio;La Perla;6;10;6;1500;25000.0;8300.0;3650.0
Casa en condominio;Ate;4;4;4;350;7000.0;750.0;
Casa;Santa Anita;3;0;0;98;2200.0;;18.0
Casa en condominio;Ate;5;4;5;765;13900.0;2500.0;3000.0
Casa en condominio;Jesús María;4;2;4;325;8000.0;850.0;500.0
Casa;Lince;5;4;1;300;10000.0;;
Casa en condominio;Ate;3;4;1;350;8500.0;1172.0;721.0
Habitación;Pachacámac;1;0;0;28;950.0;350.0;
Casa en condominio;Lince;2;1;0;90;600.0;300.0;
Habitación;San Borja;1;0;0;28;1100.0;580.0;25.0
Casa;Ate;5;3;0;250;12000.0;;550.0
Casa de villa;San Luis;1;0;0;25;900.0;;
Habitación;Lurín;1;0;0;29;850.0;364.0;29.0
Casa en condominio;Ate;5;3;4;350;12000.0;850.0;
Casa;Jesús María;7;6;4;587;8000.0;;
Casa;Lince;2;2;0;60;1000.0;;
Casa comercial;Pueblo Libre;0;1;0;500;26000.0;;2550.0
Casa en condominio;Rímac;4;3;4;600;15000.0;3250.0;2300.0
Casa;Mi Perú;1;0;0;35;1000.0;;
Habitación;San Borja;0;0;0;36;100.0;;
Habitación;Mi Perú;1;0;0;20;450.0;;
Habitación;Santiago de Surco;1;0;0;40;2100.0;300.0;200.0
Casa en condominio;Jesús María;4;3;4;380;6000.0;500.0;
Casa;San Miguel;6;4;2;550;18500.0;;
Habitación;Lince;1;0;0;20;300.0;15.0;7.0
Casa;Jesús María;4;2;2;353;9000.0;;
Casa en condominio;San Luis;4;2;1;150;2500.0;250.0;1400.0
Habitación;Villa El Salvador;1;0;0;23;1500.0;360.0;270.0
Casa;San Miguel;1;0;0;40;800.0;;
Habitación;Lurín;1;0;0;26;1050.0;350.0;
Habitación;Punta Hermosa;1;0;0;24;1300.0;428.0;29.0
Casa;San Luis;3;2;0;188;4000.0;;344.0
Casa;Mi Perú;2;1;1;80;1200.0;;
Casa en condominio;Ate;5;4;4;1008;10000.0;1129.0;1486.0
Casa en condominio;Lince;3;6;1;312;3200.0;845.0;396.0
Casa de villa;El Agustino;2;0;0;70;1010.0;;
Casa en condominio;Jesús María;4;3;4;239;4500.0;1300.0;
Casa en condominio;Jesús María;4;2;1;348;8500.0;1003.0;6968.0
Habitación;Villa El Salvador;0;0;0;30;2100.0;420.0;30.0
Habitación;Punta Hermosa;1;0;0;23;1000.0;400.0;25.0
Habitación;Villa El Salvador;1;0;0;26;1100.0;390.0;
Casa en condominio;Ate;5;4;5;790;25000.0;1350.0;3400.0
Casa;Pucusana;14;0;14;350;9500.0;;600.0
Casa en condominio;Pucusana;2;0;0;90;1300.0;1500.0;20.0
Casa;Lince;4;3;2;230;4500.0;;180.0
Habitación;Santa María del Mar;1;0;0;30;750.0;;
Casa;Lince;4;1;0;140;1700.0;;
Casa de villa;Carmen de La Legua;1;0;0;50;600.0;;
Habitación;Punta Hermosa;1;0;0;26;1250.0;450.0;29.0
Casa;San Luis;2;1;1;79;900.0;;
Casa comercial;Ate;0;5;0;360;20000.0;;1000.0
Casa;Ate;4;4;2;600;30000.0;1100.0;1328.0
Casa en condominio;Jesús María;5;2;2;450;12000.0;1350.0;850.0
Casa de villa;Santiago de Surco;1;0;0;40;700.0;140.0;
Casa de villa;Chorrillos;2;0;0;60;2400.0;120.0;
Casa de villa;Ancón;1;0;0;20;400.0;;
Casa en condominio;Jesús María;5;0;5;700;35000.0;1650.0;1700.0
Casa;Breña;3;3;3;493;20000.0;3700.0;1515.0
Casa comercial;Chorrillos;5;0;0;400;10990.0;;2000.0
Casa;Chorrillos;7;0;4;275;16000.0;;622.0
Habitación;Rímac;1;0;0;30;1800.0;550.0;62.0
Casa en condominio;Ancón;2;1;2;75;1600.0;;
Casa en condominio;Ate;5;4;5;1100;40000.0;2135.0;
Habitación;Pachacámac;1;0;0;25;700.0;260.0;20.0
Habitación;Pachacámac;2;0;0;40;1200.0;625.0;85.0
Casa;Jesús María;3;4;2;600;6000.0;;1200.0
Habitación;San Borja;0;0;0;20;1300.0;120.0;
Casa comercial;Santa Anita;3;1;0;98;2000.0;;5726.0
Habitación;Comas;1;0;0;40;400.0;240.0;
Casa en condominio;La Perla;5;3;1;429;13000.0;1000.0;769.0
Casa en condominio;Lince;2;1;0;100;650.0;100.0;
Casa;La Molina;2;0;1;150;1800.0;;15.0
Casa;Mi Perú;2;1;0;60;900.0;;
Casa en condominio;Mi Perú;2;1;0;60;800.0;300.0;
Casa en condominio;Jesús María;6;6;4;800;8500.0;;
Casa en condominio;Ate;5;3;2;480;8000.0;800.0;700.0
Casa comercial;Pachacámac;0;0;0;320;7000.0;;937.0
Casa en condominio;Ate;5;3;4;300;9000.0;820.0;6370.0
Casa;Villa María del Triunfo;10;0;10;976;20000.0;;
Habitación;Cieneguilla;1;0;0;30;450.0;;
Casa comercial;Chorrillos;0;2;0;700;25000.0;;1100.0
Casa en condominio;Ate;4;4;4;760;23009.0;2080.0;
Casa;La Perla;5;3;3;840;26000.0;;1200.0
Casa;Lince;3;0;0;110;1600.0;;
Casa en condominio;Ate;4;3;4;350;9000.0;934.0;8865.0
Habitación;Pachacámac;1;0;0;19;850.0;300.0;24.0
Habitación;Pachacámac;1;0;0;25;800.0;350.0;
Casa;Lince;2;0;0;75;1300.0;;
Casa en condominio;Ate;5;3;5;600;22000.0;1028.0;18558.0
Habitación;Pachacámac;1;0;0;31;750.0;350.0;20.0
Habitación;San Borja;1;0;0;33;1900.0;450.0;57.0
Casa en condominio;Lurigancho;4;6;4;600;50000.0;;
Casa en condominio;Ate;4;6;3;681;18000.0;1907.0;1941.0
Casa;Villa María del Triunfo;2;3;2;300;7500.0;;
Habitación;Chorrillos;1;0;0;32;1800.0;470.0;30.0
Casa en condominio;Ate;5;3;2;350;12000.0;1908.0;1270.0
Casa;Ancón;2;0;0;180;1450.0;;
Casa;Jesús María;4;0;0;686;9000.0;;
Casa de villa;Santa María del Mar;2;0;1;50;1200.0;;135.0
Casa;Lince;4;4;4;100;2000.0;;2.0
Casa;Chorrillos;4;4;3;335;12500.0;;3857.0
Casa en condominio;Ate;5;2;3;700;14000.0;1500.0;1100.0
Casa;Lince;2;1;0;50;1100.0;;
Casa en condominio;Jesús María;4;4;3;213;3800.0;1234.0;335.0
Casa;Lurigancho;4;3;4;700;35000.0;;1642.0
Casa en condominio;Ate;5;4;4;622;10000.0;1390.0;14000.0
Casa;La Perla;4;4;3;506;18000.0;1300.0;14000.0
Habitación;Chaclacayo;1;0;0;23;900.0;363.0;25.0
Casa de villa;Ventanilla;4;2;1;78;2300.0;50.0;25.0
Casa;La Punta;2;0;0;55;1000.0;;
Casa en condominio;Villa El Salvador;1;1;1;100;1750.0;220.0;
Casa de villa;Mi Perú;2;0;0;57;1100.0;25.0;
Casa;Ate;4;4;4;500;15000.0;974.0;
Casa de villa;San Luis;2;1;0;60;1100.0;200.0;14.0
Casa;Lince;1;0;0;40;600.0;;
Casa;Lince;2;3;0;70;1500.0;;
Casa;Punta Hermosa;5;6;3;1000;28000.0;2650.0;1550.0
Casa;Lurín;4;0;0;289;4200.0;190.0;384.0
Habitación;San Miguel;1;0;0;30;950.0;193.0;24.0
Casa;Santiago de Surco;1;0;0;36;800.0;;
Casa;Lurigancho;4;2;2;380;15000.0;;6700.0
Habitación;Villa El Salvador;1;0;0;30;1600.0;320.0;20.0
Casa;Pueblo Libre;2;0;0;60;700.0;;
Casa en condominio;Ate;4;4;4;341;9000.0;850.0;766.0
Casa en condominio;Ate;4;5;3;453;8500.0;520.0;684.0
Casa;San Isidro;1;1;0;50;650.0;;
Casa en condominio;Ate;4;3;3;600;7800.0;1001.0;955.0
Casa;San Luis;2;1;0;60;900.0;;
Casa en condominio;Ate;4;3;4;600;15000.0;2200.0;1000.0
Casa;Jesús María;7;0;3;600;12000.0;;6000.0
Casa;Pueblo Libre;6;2;3;700;19000.0;;
Habitación;Lurín;1;0;0;30;1000.0;403.0;
Casa;Ate;3;4;1;222;4700.0;735.0;247.0
Habitación;Surquillo;0;0;0;25;1000.0;400.0;25.0
Casa en condominio;Lince;3;2;2;120;2200.0;100.0;
Casa;San Luis;4;1;0;120;2000.0;633.0;
Casa;Santa Anita;2;0;0;55;1100.0;100.0;
Habitación;San Miguel;1;0;0;25;1200.0;381.0;25.0
Casa;El Agustino;2;1;0;50;1000.0;;120.0
Habitación;Punta Hermosa;1;0;0;27;1000.0;460.0;25.0
Casa de villa;Independencia;3;0;0;120;1200.0;;
Casa;Ate;3;5;0;250;2400.0;;650.0
Casa;Ancón;2;1;0;60;900.0;;
Casa;Mi Perú;4;0;0;90;3500.0;;
Casa en condominio;Ate;6;0;6;750;12000.0;1980.0;1200.0
Casa en condominio;Ate;4;2;1;400;7900.0;1500.0;
Casa;San Miguel;10;0;0;1050;45000.0;;51784.0
Casa;Mi Perú;2;0;0;68;1000.0;;
Casa en condominio;Rímac;6;2;2;350;18000.0;3400.0;1351.0
Habitación;Lurín;1;0;0;26;1200.0;441.0;
Casa;Ancón;3;1;0;65;1000.0;;
Casa;El Agustino;2;1;0;60;600.0;;
Casa;Mi Perú;2;0;0;80;800.0;100.0;
Casa en condominio;Ate;5;4;4;450;6499.0;1150.0;800.0
Casa;Lince;2;0;1;60;800.0;;
Casa en condominio;San Juan de Miraflores;3;1;0;111;2300.0;80.0;200.0
Habitación;Pucusana;0;1;0;50;800.0;493.0;
Casa de villa;La Perla;1;0;0;41;600.0;67.0;
Casa en condominio;Ate;4;4;4;315;15000.0;1200.0;850.0
Casa en condominio;Ancón;2;1;0;72;1000.0;160.0;
Casa comercial;Punta Negra;0;0;0;72;1500.0;;91.0
Habitación;Magdalena del Mar;1;0;0;30;400.0;;
Casa en condominio;Ate;4;2;4;300;9000.0;950.0;5500.0
Casa en condominio;Jesús María;3;2;3;190;2000.0;1270.0;400.0
Habitación;San Borja;1;0;1;22;1500.0;265.0;242.0
Casa en condominio;Ate;5;3;5;291;12000.0;550.0;4950.0
Habitación;San Borja;1;0;1;28;1200.0;450.0;28.0
Habitación;San Bartolo;1;0;0;34;1350.0;600.0;24.0
Habitación;Pachacámac;0;0;0;28;800.0;303.0;20.0
Habitación;San Borja;1;0;0;42;1280.0;410.0;30.0
Casa en condominio;Ate;4;2;4;585;17000.0;1748.0;1210.0
Casa;Lince;3;1;0;80;1000.0;;
Casa en condominio;Lince;2;3;0;100;1400.0;85.0;
Casa comercial;Lurigancho;0;0;0;300;17000.0;;
Casa;La Punta;4;2;2;400;11000.0;;
Habitación;Comas;0;0;0;30;1700.0;567.0;7670.0
Casa;Santiago de Surco;5;1;3;320;17000.0;;396.0
Casa;Lince;2;1;0;100;1200.0;;
Casa;Pucusana;3;2;1;200;4000.0;;20.0
Casa;Lince;2;0;0;60;700.0;;
Casa en condominio;Lince;2;1;0;74;1100.0;300.0;
Casa en condominio;Ate;6;6;6;1000;24009.0;;
Casa en condominio;Punta Hermosa;3;3;1;400;7000.0;;3000.0
Habitación;Villa El Salvador;0;0;0;32;1200.0;315.0;53.0
Casa;Villa El Salvador;5;3;2;759;8000.0;700.0;400.0
Habitación;Comas;1;0;0;37;1800.0;400.0;70.0
Casa;La Perla;4;3;2;400;7000.0;1.0;
Habitación;San Borja;1;0;0;30;1300.0;435.0;
Habitación;San Borja;1;0;0;35;1800.0;350.0;57.0
Casa;Lince;2;1;0;90;1300.0;;
Casa en condominio;Ate;4;3;4;500;10000.0;1050.0;1300.0
Casa en condominio;Ate;5;4;5;1200;45000.0;2100.0;25000.0
Casa en condominio;Rímac;2;1;0;70;1100.0;;
Casa;Bellavista;2;1;0;98;990.0;;
Casa comercial;Lince;2;0;1;50;25000.0;;
Casa en condominio;Lince;2;1;0;70;900.0;200.0;
Casa;Punta Hermosa;3;2;1;300;7000.0;290.0;
Casa comercial;Pachacámac;0;0;0;42;900.0;1140.0;175.0
Casa;Mi Perú;2;1;0;60;800.0;;
Casa en condominio;Mi Perú;5;0;3;520;4900.0;723.0;519.0
Casa en condominio;Jesús María;4;4;4;600;20000.0;1800.0;
Casa en condominio;Chaclacayo;3;4;1;160;3500.0;;152.0
Casa;Punta Hermosa;2;0;0;46;1850.0;179.0;29.0
Habitación;Villa El Salvador;1;0;0;35;800.0;230.0;
Casa;Lince;3;2;1;100;;;
Habitación;Pachacámac;1;0;0;35;650.0;398.0;
Casa en condominio;Jesús María;4;2;4;260;7000.0;7068.0;5998.0
Casa;Pucusana;5;7;3;388;35000.0;;277.0
Habitación;Lurín;1;0;0;30;2000.0;480.0;27.0
Casa comercial;Chorrillos;0;3;0;433;17000.0;;28419.0
Habitación;Villa El Salvador;0;0;0;30;900.0;447.0;29.0
Casa de villa;San Miguel;2;0;0;78;1700.0;35.0;
Habitación;San Borja;0;0;0;22;1100.0;493.0;25.0
Habitación;Rímac;0;0;0;50;2100.0;600.0;61.0
Habitación;Pachacámac;1;0;0;30;750.0;330.0;25.0
Casa en condominio;Ate;4;3;4;980;22000.0;1400.0;800.0
Habitación;Pachacámac;1;0;0;25;700.0;292.0;24.0
Casa en condominio;Villa El Salvador;2;1;0;75;2000.0;580.0;
Habitación;Chorrillos;1;0;0;21;1000.0;350.0;291.0
Casa en condominio;Ate;3;2;0;230;5800.0;1400.0;440.0
Casa comercial;Villa El Salvador;8;8;2;1000;28000.0;;300.0
Casa;Santa Anita;2;0;0;57;900.0;;
Habitación;San Borja;1;0;0;28;1000.0;567.0;
Habitación;Chorrillos;1;0;0;20;1100.0;481.0;29.0
Habitación;Pachacámac;0;0;0;30;1000.0;480.0;
Habitación;Villa El Salvador;1;0;0;28;1300.0;350.0;25.0
Casa comercial;Ventanilla;0;3;0;80;2500.0;;290.0
Casa en condominio;Ate;4;3;4;340;10000.0;1100.0;550.0
Habitación;Pachacámac;1;0;0;25;800.0;200.0;25.0
Casa;Pachacámac;5;3;0;233;3000.0;;659.0
Casa comercial;Chorrillos;0;0;0;280;16000.0;;1166.0
Casa en condominio;Lince;1;0;0;50;700.0;;
Casa;Lince;3;2;1;239;3750.0;;
Habitación;Chorrillos;1;0;0;21;800.0;350.0;
Casa en condominio;Lince;2;1;0;55;1000.0;;
Casa en condominio;Jesús María;4;5;4;500;10500.0;1000.0;
Habitación;Chorrillos;1;0;0;28;1100.0;481.0;25.0
Casa;Lince;2;1;0;80;900.0;;
Habitación;San Borja;1;0;0;25;1000.0;385.0;
Casa comercial;Chorrillos;0;1;0;118;10000.0;;627.0
Habitación;Chorrillos;0;0;0;24;1100.0;417.0;
Casa en condominio;San Luis;2;1;0;55;1000.0;450.0;
Casa;Jesús María;4;3;1;316;4600.0;830.0;
Casa;Lurigancho;4;4;3;450;20000.0;;1750.0
Habitación;Santiago de Surco;0;0;0;15;700.0;;
Casa comercial;Lince;0;0;0;100;13000.0;;
Casa en condominio;Ate;5;4;3;622;10000.0;1390.0;1486.0
Habitación;Carmen de La Legua;1;0;0;25;490.0;15.0;
Casa;La Punta;2;0;1;60;1550.0;100.0;
Casa comercial;Santiago de Surco;0;0;0;272;7000.0;;2225.0
Casa en condominio;Ate;4;3;2;434;7500.0;2694.0;1150.0
Casa en condominio;Villa El Salvador;5;3;5;300;6000.0;1300.0;200.0
Casa;San Luis;3;1;1;106;2300.0;180.0;57.0
Casa en condominio;Ate;5;4;4;622;10000.0;1390.0;1486.0
Casa en condominio;Lince;2;1;1;90;1700.0;208.0;35.0
Casa;Santa Rosa;1;0;0;35;800.0;;
Habitación;Comas;1;0;0;30;2400.0;455.0;133.0
Habitación;Pachacámac;1;0;0;42;850.0;543.0;26.0
Casa;La Perla;0;0;0;160;15000.0;;426.0
Casa;Ventanilla;1;0;0;27;800.0;;
Habitación;San Borja;1;0;0;21;1700.0;470.0;291.0
Casa en condominio;Ate;6;8;0;924;13000.0;2214.0;1060.0
Casa de villa;Ventanilla;2;0;0;55;1500.0;30.0;21.0
Casa en condominio;Ate;4;4;4;850;18009.0;1560.0;
Habitación;Villa El Salvador;1;0;0;20;1400.0;360.0;27.0
Casa en condominio;Pucusana;6;3;5;300;25000.0;;
Casa;Lince;2;0;0;100;1500.0;;
Casa;Bellavista;1;0;0;30;400.0;;
Casa en condominio;Ate;8;4;4;986;15000.0;1543.0;2082.0
Casa de villa;Comas;3;2;0;130;6000.0;;190.0
Habitación;Pachacámac;0;0;0;32;600.0;401.0;25.0
Casa de villa;Santa María del Mar;1;0;0;50;1000.0;90.0;
Casa en condominio;Ate;4;4;2;360;6500.0;1145.0;889.0
Casa;Carmen de La Legua;1;0;0;32;500.0;;
Casa en condominio;Ate;4;3;4;320;9000.0;500.0;5000.0
Casa en condominio;Ate;4;3;2;410;8500.0;870.0;8100.0
Casa de villa;Lurigancho;2;0;1;50;3000.0;65.0;118.0
Casa en condominio;Lince;3;5;2;250;4000.0;250.0;348.0
Casa;Ate;5;3;5;615;18000.0;2300.0;
Casa comercial;Chaclacayo;3;0;0;67;1600.0;;
Casa;Lince;2;1;0;80;1215.0;;
Casa;Santa Rosa;2;0;0;60;550.0;;
Habitación;San Borja;1;0;0;45;1700.0;442.0;57.0
Casa;Carmen de La Legua;1;0;1;50;1000.0;;
Casa;Bellavista;2;1;0;90;1500.0;;
Casa;Lince;2;1;0;80;1290.0;;
Casa en condominio;Jesús María;3;2;3;241;4000.0;900.0;
Casa comercial;La Punta;0;0;0;301;39000.0;;452.0
Casa comercial;Breña;0;0;0;220;16000.0;;
Casa comercial;La Punta;0;2;0;461;55400.0;9696.0;692.0
Casa en condominio;Ate;4;3;2;260;8000.0;900.0;530.0
Casa en condominio;Ate;4;0;1;265;12000.0;870.0;5232.0
Habitación;Pachacámac;1;0;0;18;950.0;397.0;24.0
Habitación;Chorrillos;1;0;1;21;1600.0;375.0;242.0
Casa de villa;Santa Rosa;2;0;0;61;1000.0;;
Habitación;Chorrillos;1;0;0;18;1200.0;456.0;25.0
Habitación;Mi Perú;1;0;0;40;900.0;250.0;10.0
Habitación;Pachacámac;1;0;0;25;1750.0;;
Casa en condominio;San Luis;4;4;2;680;4500.0;400.0;300.0
Casa comercial;Lurín;0;0;0;492;35000.0;;
Habitación;Villa El Salvador;1;0;0;22;1400.0;480.0;53.0
Casa en condominio;Mi Perú;3;1;1;405;4200.0;700.0;388.0
Habitación;La Punta;1;0;0;35;1100.0;495.0;
Casa en condominio;Ate;4;3;4;600;15000.0;2200.0;1000.0
Habitación;Santiago de Surco;1;0;0;18;600.0;150.0;25.0
Casa;Cieneguilla;1;0;0;50;600.0;;
Casa comercial;Chorrillos;0;8;0;465;26000.0;;3545.0
Casa en condominio;Ate;5;4;4;622;10000.0;1390.0;1514.0
Casa en condominio;Jesús María;4;4;2;240;4200.0;1500.0;360.0
Habitación;San Borja;1;0;0;30;1000.0;488.0;54.0
Casa;Ate;5;5;0;341;8200.0;;794.0
Casa de villa;Villa El Salvador;2;0;0;50;870.0;;2.0
Casa en condominio;San Luis;4;4;4;300;5000.0;690.0;
Casa en condominio;San Luis;4;3;4;320;5000.0;690.0;
Casa en condominio;San Juan de Lurigancho;4;3;1;379;15000.0;1100.0;536.0
Habitación;Chorrillos;1;0;0;18;1000.0;436.0;25.0
Casa en condominio;Villa El Salvador;3;3;1;150;2500.0;150.0;
Casa;La Punta;5;0;3;265;8400.0;;
Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0
Casa;Lince;2;1;0;127;2500.0;;
Casa comercial;Jesús María;0;2;0;360;15000.0;;6072.0
Casa en condominio;La Perla;4;2;2;500;12000.0;579.0;1438.0
Casa;Lince;3;7;1;212;1500.0;;846.0
Casa en condominio;Ate;4;4;4;1000;24000.0;2214.0;1980.0
Casa;Lince;2;1;1;65;800.0;;
Casa;Ate;4;4;2;660;30000.0;1050.0;130.0
Casa;Punta Hermosa;7;6;5;1000;30000.0;990.0;
Casa en condominio;Jesús María;4;8;4;1800;20000.0;;
Casa en condominio;Lince;2;1;0;70;700.0;50.0;
Casa en condominio;Ate;4;3;1;400;8500.0;970.0;
Casa de villa;Santa Anita;2;1;1;65;1500.0;140.0;802.0
Casa en condominio;Ate;4;4;3;622;9991.0;1380.0;1486.0
Casa en condominio;San Luis;3;5;1;272;3600.0;400.0;2246.0
Casa en condominio;Ate;5;4;5;600;10000.0;1600.0;
Casa;San Luis;2;0;0;85;1800.0;;82.0
Casa en condominio;Ate;5;1;2;250;9000.0;1650.0;500.0
Casa en condominio;Jesús María;4;3;3;153;3650.0;900.0;1.0
Habitación;Rímac;1;0;0;50;1700.0;560.0;62.0
Casa de villa;El Agustino;1;0;0;40;750.0;;
Casa en condominio;Jesús María;5;4;4;800;12000.0;1000.0;1300.0
Casa comercial;Comas;0;0;0;750;9000.0;;8800.0
Casa en condominio;Ancón;3;1;0;65;900.0;170.0;
Habitación;Lurín;1;0;0;24;1100.0;357.0;
Casa;Lurín;5;3;1;300;15000.0;;
Casa;Lince;3;3;0;140;1800.0;;
Habitación;Pachacámac;1;0;0;40;1000.0;275.0;20.0
Casa;Pachacámac;2;1;1;60;1250.0;;
Casa en condominio;Ate;4;3;4;263;7000.0;707.0;
Habitación;San Luis;1;0;0;20;500.0;;
Casa;Lurigancho;4;4;4;452;20000.0;;1749.0
Casa comercial;Chorrillos;0;0;0;347;6800.0;;2251.0
Casa;Bellavista;3;4;0;200;1500.0;;
Casa;Pucusana;1;0;0;22;500.0;98.0;6.0
Casa en condominio;Ate;5;0;5;1000;25000.0;1300.0;1600.0
Casa comercial;Santa Anita;0;4;0;406;13000.0;;
Habitación;Lurín;1;0;0;27;1800.0;420.0;
Casa en condominio;Ate;4;3;3;266;7900.0;1600.0;6295.0
Casa de villa;Breña;2;0;0;48;1200.0;40.0;14.0
Casa en condominio;Ate;4;6;4;763;11000.0;800.0;2040.0
Casa;Punta Hermosa;3;1;1;300;7000.0;180.0;573.0
Habitación;Punta Negra;1;0;0;35;1900.0;285.0;17.0
Casa en condominio;Ate;5;5;4;806;30000.0;2695.0;2753.0
Habitación;San Borja;1;0;0;21;700.0;508.0;
Casa de villa;Bellavista;1;0;0;40;600.0;100.0;14.0
Casa comercial;Chorrillos;0;0;0;680;19800.0;;1947.0
Casa;Jesús María;3;2;3;151;4000.0;650.0;
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0
Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0
Casa;Ate;2;1;0;60;1600.0;;
Casa en condominio;Ate;6;6;3;622;9950.0;1300.0;1485.0
Casa en condominio;Ate;4;3;2;466;7500.0;2695.0;1124.0
Casa;Lince;2;1;0;110;1050.0;;
Casa;Lince;2;1;0;239;10000.0;;
Habitación;Pachacámac;1;0;0;23;1290.0;326.0;136.0
Habitación;Chorrillos;0;0;0;20;1000.0;405.0;
Casa en condominio;Lince;2;1;0;74;1200.0;;
Habitación;Chorrillos;1;0;0;25;1350.0;206.0;
Casa;Lurigancho;4;3;4;406;20000.0;;1912.0
Casa en condominio;Lince;1;0;0;230;2750.0;300.0;400.0
Casa;Mi Perú;4;4;1;200;4000.0;;
Casa;San Martín de Porres;2;1;0;70;1300.0;;
Habitación;San Borja;0;0;0;25;1000.0;450.0;20.0
Casa;Lince;1;0;0;50;450.0;;2.0
Casa en condominio;Ancón;4;4;3;550;5500.0;250.0;
Casa en condominio;Ate;5;0;5;650;10000.0;2000.0;8000.0
Casa en condominio;Ate;4;2;4;350;9000.0;1050.0;7000.0
Casa comercial;Ventanilla;0;0;0;120;3000.0;;312.0
Casa comercial;Chorrillos;4;2;0;380;15500.0;;1640.0
Habitación;Pachacámac;1;0;0;30;800.0;400.0;23.0
Casa en condominio;Ate;6;9;5;1100;35000.0;3500.0;
Casa de villa;La Punta;1;0;0;89;2200.0;;80.0
Casa en condominio;Ate;5;4;4;474;20000.0;973.0;17300.0
Casa en condominio;Jesús María;6;0;5;636;24000.0;1900.0;1900.0
Casa en condominio;Jesús María;5;3;4;220;4500.0;670.0;220.0
Casa en condominio;Ate;5;10;5;403;10900.0;855.0;968.0
Casa de villa;Ventanilla;2;0;0;120;1500.0;230.0;46.0
Habitación;San Borja;0;0;0;33;1200.0;390.0;
Habitación;Pachacámac;1;0;0;27;800.0;450.0;15.0
Casa;Ate;1;0;0;130;5000.0;;
Casa comercial;Lince;0;0;0;100;9000.0;;
Casa comercial;Ventanilla;0;3;0;80;2500.0;;290.0
Casa;Lince;2;1;1;110;1500.0;;
Casa de villa;La Perla;1;0;0;30;450.0;20.0;50.0
Casa comercial;La Punta;0;2;0;295;35400.0;6210.0;443.0
Casa de villa;Carabayllo;1;0;0;53;700.0;40.0;
Casa;Ate;4;3;1;111;5100.0;735.0;
